FID,objectid,site_code,NAME,FEK,UPDATED,KODE,area_,perimeter,hectares,PREFECTURE,DESCRIPTIO,CREATED_BY,created_da,UPDATED_BY,updated_da,id,shape_leng,shape_area,shape_len,the_geom
f0ff1c49-4802-40cf-8f39-71ae52166400.0,16,124136,ΑΙΣΘ. ΔΑΣΟΣ ΧΕΙΜΑΡΡΩΝ ΣΕΛΕΜΝΟΥ ΚΑΙ ΧΑΡΑΔΡΟΥ,99/Α/1974,,Α19,0,22038.24609375,1992.60595703,,,,,,,0,22038.24609375,19926064,22038.24609375,"POLYGON ((308246.56269999966 4236145.5003, 308125.5628000004 4236169, 308062.6871999996 4236181.0003, 308009.9378000004 4236192.9995, 307974.9375 4236206.9997, 307973.49980000034 4236242.4997, 308009.5938 4236263.9996, 308078.00009999983 4236266.9999, 308131.21839999966 4236270.0002, 308181.9371 4236273.5003, 308237.84339999966 4236281.4998, 308301.6560000004 4236299.4996, 308355.53170000017 4236323.0004, 308402.0314999996 4236354.4997, 308443.96839999966 4236400.9995, 308491.4063 4236462.9997, 308529.0628000004 4236535.0002, 308570.0310000004 4236632.5003, 308609.40589999966 4236760.5003, 308650.9996999996 4236878.4999, 308671.71829999983 4236976.4998, 308704.24980000034 4237046.5005, 308756.7503000004 4237107.9998, 308826.5625 4237156.4996, 308918.34360000025 4237178.5002, 309042.0939999996 4237171.5001, 309137.90660000034 4237160.5003, 309219.74980000034 4237107.0004, 309300.96839999966 4237033, 309369.7812 4236967.0002, 309452.9689 4236875.4996, 309516.3443 4236796.9998, 309590.2187 4236730.9999, 309672.99990000017 4236707.5001, 309789.1563 4236700.9998, 309890.9060000004 4236718.0002, 309998.5314999996 4236762.0005, 310168.09360000025 4236844.9998, 310325.46910000034 4236943.5004, 310428.74980000034 4237011.0004, 310576.03170000017 4237109.5, 310671.0937 4237157.0003, 310830.00009999983 4237222.5005, 310987.4063 4237239.4999, 311080.75 4237231.5004, 311203.65660000034 4237196.5001, 311298.1564999996 4237142.5005, 311410.8753000004 4237024.0001, 311582.0932 4236832.9995, 311684.56290000025 4236709.9997, 311767.0625 4236595.5001, 311834.0628000004 4236471.0002, 311881.3439 4236362.9999, 311918.1875 4236245.0003, 311944.75 4236122.0005, 311969.1878000004 4236012.0004, 311995.8435000004 4235891.9998, 311994.5307 4235767.4999, 311990.84329999983 4235648.4998, 312007.5621999996 4235534.0002, 312047.0005 4235418.0005, 312106.28089999966 4235289, 312188.9996 4235182.0002, 312237.187 4235104.4998, 312272.687 4235024.4998, 312292.1563 4234917.0003, 312328.59329999983 4234786.4997, 312375.6871 4234672.9995, 312432.7495 4234554.5002, 312467.78160000034 4234458.9999, 312490.78160000034 4234384.9995, 312523.437 4234213.5, 312530.0314999996 4234099.0004, 312530.3746 4234028.0004, 312515.46920000017 4233955.0004, 312484.6878000004 4233859.5001, 312458.18769999966 4233738.9999, 312452.53110000025 4233637.5, 312464.4371999996 4233449.4997, 312491.3438 4233255.4999, 312528.21910000034 4233056.4998, 312658.9378000004 4232701.4995, 312728.96910000034 4232510.9997, 312803.74980000034 4232310.5005, 312864.3746999996 4232143.5004, 312915.21839999966 4231987.0004, 312972.375 4231789.4995, 313103.3753000004 4231360.9995, 313141.8121999996 4231212.5001, 313177.562 4231059.0004, 313215.65589999966 4230899.9998, 313245.81269999966 4230729, 313262.1875 4230604.0004, 313267.46920000017 4230513.5003, 313281.37519999966 4230405.5, 313260.21829999983 4230294.5004, 313232.06240000017 4230202.0005, 313173.7814 4230117.5, 313087.65589999966 4230032.0001, 312978.84360000025 4229949.4995, 312886.28110000025 4229902.0002, 312758.81259999983 4229870.9996, 312585.84360000025 4229841.5003, 312486.5935000004 4229822.0002, 312382.24990000017 4229802.9999, 312298.1560000004 4229783.0002, 312238.5314999996 4229737, 312191.78079999983 4229678.0002, 312157.46860000025 4229617.5003, 312137.93790000025 4229593.4997, 312072.2503000004 4229514.5002, 312015.25040000025 4229470.9996, 311958.62519999966 4229440.0001, 311874.9060000004 4229432.5003, 311789.75019999966 4229461.0003, 311721.4996 4229545, 311686.25040000025 4229632.4998, 311679.3435000004 4229736.5003, 311688.06290000025 4229855.5004, 311714.563 4229976.5003, 311740.43740000017 4230076.9998, 311749.9064 4230137.4997, 311731.9689999996 4230211.9998, 311664.24980000034 4230313, 311593.4371 4230396.9998, 311518.6871999996 4230516.4996, 311481.06230000034 4230608.9995, 311441.00040000025 4230704.4998, 311408.4371999996 4230796.9998, 311359.59339999966 4230935.4999, 311322.74990000017 4231053.4995, 311291.8435000004 4231118.0002, 311211.4063 4231217.5003, 311095.28160000034 4231308.0004, 310985.87540000025 4231370.0005, 310876.3125 4231427.5001, 310747.1564 4231505.5003, 310621.1563 4231603.9998, 310511.25040000025 4231731.9998, 310391.4689999996 4231868.0004, 310204.15579999983 4232029.4995, 310093.93759999983 4232147.9998, 309994.0628000004 4232272.9995, 309919.875 4232410.5002, 309894.65589999966 4232494.9997, 309879.6564 4232746.5002, 309882.37509999983 4232835.5001, 309870.5939999996 4232944.9995, 309848.37519999966 4233044.4996, 309816.2503000004 4233152.4998, 309778.3439 4233235.0004, 309680.4371999996 4233342.4999, 309571.74980000034 4233427.5001, 309447.24990000017 4233493.0003, 309342.40660000034 4233539.5001, 309197.40610000025 4233595.4996, 309125.03079999983 4233628.5001, 309043.74980000034 4233699.9998, 308998.2187 4233783.0002, 308988.56240000017 4233879.4999, 308992.93790000025 4234021.5, 308997.25 4234160.9995, 309096.6875 4234924.0004, 309121.2185000004 4235062.5005, 309130.74990000017 4235207.0002, 309137.09360000025 4235331.0004, 309112.90670000017 4235448.5003, 309056.687 4235594.9999, 308969.7812 4235730.4997, 308916.6878000004 4235813.5, 308784.24980000034 4235950.0002, 308692.7810000004 4236019.0004, 308580.4687 4236069.0003, 308460.09339999966 4236103.4999, 308329.3439 4236131.0004, 308246.56269999966 4236145.5003))"
f0ff1c49-4802-40cf-8f39-71ae52166400.1,17,3085,ΑΙΣΘ. ΔΑΣΟΣ ΞΥΛΟΚΑΣΤΡΟΥ,70 Α Ι 74,,Α15,0,5407.17822266,124.59100342,,,,,,,0,5407.17822266,1245908.5,5407.17822266,"POLYGON ((380112.7496 4215172.4995, 380166.5628000004 4215162.9999, 380464.7496 4215059.0004, 380696.59339999966 4214853.9997, 380872.4060000004 4214597.9997, 381142.5003000004 4214444.0003, 381491.43759999983 4214364.9998, 381880.4060000004 4214178.4997, 381883.78110000025 4214160.0001, 381874.90610000025 4214064.0001, 381827.34339999966 4213966.4999, 381771.9685000004 4213858.4997, 381711.5310000004 4213751.0001, 381690.96910000034 4213733.9997, 381633.00040000025 4213738.0005, 381532.78160000034 4213770.9999, 381401.7812 4213782.5004, 381328.4996999996 4213779.5001, 381247.68769999966 4213779.0004, 381122.5313 4213825.5002, 381025.0312 4213868.9998, 380888.25040000025 4213961.4997, 380751.34360000025 4214048.9995, 380574.62480000034 4214163.0004, 380440.0312 4214240.4998, 380298.03110000025 4214325.5, 380180.8128000004 4214389.9997, 380085.62480000034 4214423.0001, 379977.6563 4214448.9995, 379927.37480000034 4214458.0005, 379895.7814 4214462.4999, 379823.84329999983 4214458.0005, 379897.6246 4214598.5004, 379969.21860000025 4214754, 380025.7495 4214915.0004, 380081.99990000017 4215063.4999, 380101.3443 4215139.0004, 380105.9062 4215152.4998, 380112.7496 4215172.4995))"
f0ff1c49-4802-40cf-8f39-71ae52166400.2,18,11855,ΑΙΣΘ. ΔΑΣΟΣ ΚΑΛΑΒΡΥΤΩΝ (ΕΘΝ. ΑΝΕΞΑΡTHΣΙΑΣ),404 ΔΙ77,,Α16,0,26260.94921875,1839.05102539,,,,,,,0,26260.94921875,18390512,26260.94921875,"POLYGON ((337001.687 4208012.9998, 336991.96920000017 4208000.4998, 336964.2496 4208021.5, 336912.9687 4208057.4997, 336783.34360000025 4208143.5004, 336685.3437 4208182.5004, 336594.75040000025 4208215.4999, 336472.0312 4208250.5002, 336326.5310000004 4208237.5005, 336239.0313 4208214.5004, 336075.1246999996 4208177.5002, 335978.93730000034 4208192.4998, 335870.31240000017 4208220.5, 335757.78089999966 4208248.5003, 335646.9063 4208282.5002, 335542.90579999983 4208291.5001, 335416.59339999966 4208277.5, 335354.5943 4208301.5005, 335311.18790000025 4208336.4998, 335191.18740000017 4208408.5003, 335103.4060000004 4208434.4997, 335017.96860000025 4208435.5001, 334943.96920000017 4208385.5002, 334852.65610000025 4208318.4999, 334764.15589999966 4208257.5002, 334645.8746 4208204.5, 334541.5628000004 4208163.5001, 334421.25 4208161.5002, 334308.7185000004 4208183.4999, 334167.6246999996 4208201.4997, 334004.0314 4208214.5004, 333809.93740000017 4208256.4998, 333645.6878000004 4208288.4998, 333542.188 4208316.5, 333443.18769999966 4208330.5002, 333390.00009999983 4208297.4997, 333334.68769999966 4208227.5001, 333277.0938 4208157.5005, 333214.49980000034 4208094.4999, 333105.90660000034 4207996.5, 333019.3121 4207891.5001, 332952.18790000025 4207803.4996, 332885.28170000017 4207696.4998, 332817.1560000004 4207590.5004, 332721.96910000034 4207510.5004, 332623.3753000004 4207456.4998, 332504.46839999966 4207410.4997, 332401.06290000025 4207400.5003, 332289.1560000004 4207415.4999, 332178.3439 4207431.4999, 332096.3439999996 4207438.4999, 331886.8439 4207524.4995, 331773.75019999966 4207571.5001, 331722.03110000025 4207563.4996, 331659.2496 4207543.4999, 331580.03089999966 4207525.5, 331541.9371 4207510.5004, 331532.62480000034 4207454.4999, 331525.12509999983 4207374.4999, 331506.3439 4207300.4995, 331487.50019999966 4207239.4999, 331448.50019999966 4207149.5005, 331391.59339999966 4207060.4995, 331351.9063 4207013.5, 331322.71920000017 4207022.4999, 331279.21860000025 4207057.5002, 331201.50009999983 4207095.4999, 331137.40589999966 4207106.4997, 331070.49980000034 4207112.5003, 331012.7185000004 4207104.4998, 330970.0935000004 4207070.4999, 330929.31269999966 4207018.5002, 330891.3121 4206977.5002, 330825.09410000034 4206951.4999, 330771.18769999966 4206937.4997, 330699.78110000025 4206943.5004, 330590.6871999996 4206965.5, 330500.2813 4206947.5001, 330438.5628000004 4206940.5, 330313.18730000034 4206944.4998, 330273.56259999983 4207004.5, 330264.875 4207061.5, 330254.46910000034 4207131.4996, 330248.46839999966 4207212.5, 330254.8746 4207287.4999, 330265.18730000034 4207355.4996, 330281.5621 4207466.5002, 330282.9689999996 4207528.5003, 330274.2814 4207585.5002, 330257.56259999983 4207674.5002, 330240.2814999996 4207769.4997, 330247.28160000034 4207844.4995, 330274.8753000004 4207941.5, 330289.1878000004 4208015.5004, 330293.1875 4208115.5001, 330278.46860000025 4208154.5002, 330226.68790000025 4208170.5002, 330195.68740000017 4208198.5004, 330150.96829999983 4208252.5, 330115.9689999996 4208298.5002, 330102.188 4208362.5002, 330096.15660000034 4208450.4997, 330106.37509999983 4208556.5, 330117.1875 4208642.4997, 330144.9687 4208715.4996, 330222.1875 4208796.5, 330280.37519999966 4208828.5, 330404.56290000025 4208843.4996, 330470.78089999966 4208850.4997, 330465.6875 4208881.5002, 330426.0628000004 4208929.5002, 330380.375 4208976.4998, 330342.96829999983 4209029.5, 330306.78110000025 4209082.5002, 330257.2810000004 4209218.4997, 330261.37490000017 4209311.5004, 330290.1871999996 4209390.4999, 330340.56290000025 4209448.5003, 330400.4689 4209493.5, 330449.6875 4209533.5005, 330484.2813 4209599.5004, 330504.7807 4209666.4997, 330512.7813 4209746.4997, 330506.9689999996 4209797.5, 330491.0621999996 4209842.4997, 330485.6871999996 4209898.5002, 330495.4685000004 4209966.4999, 330530.562 4210046.0002, 330580.2813 4210097.9999, 330623.3753000004 4210149.9997, 330641.56259999983 4210229.9997, 330673.78170000017 4210314.9999, 330729.5621 4210398.0002, 330808.46839999966 4210460.0003, 330854.90579999983 4210512.0001, 330932.0939 4210599.0001, 330972.71910000034 4210682.9999, 331009.99980000034 4210761, 331054.40660000034 4210764.0003, 331090.0939999996 4210711.0001, 331103.4060000004 4210622.0002, 331118.49980000034 4210521, 331141.49990000017 4210407.0001, 331171.0935000004 4210316.9998, 331213.0938 4210231.9996, 331264 4210153, 331323.2189 4210097.9999, 331361.2185000004 4210044.0003, 331399.21920000017 4209959.9996, 331427.71910000034 4209857.5002, 331429.09329999983 4209800.5003, 331439.50019999966 4209743.5004, 331458.90610000025 4209673.4997, 331500.8121999996 4209613.5005, 331568.4371999996 4209582.4999, 331638.5310000004 4209614.4999, 331704.3435000004 4209602.4997, 331811.12519999966 4209593.4997, 331877.43740000017 4209587.5001, 331964.03089999966 4209574.5004, 332025.8437 4209569.5002, 332067.9371999996 4209596.5, 332058.25019999966 4209628.5, 332036.0314 4209680.4998, 332022.34360000025 4209738.5002, 332034.4371 4209787.4996, 332070.84329999983 4209821.5005, 332130.2496999996 4209854.4999, 332139.62540000025 4209884.5, 332139.437 4209934.9996, 332154.84410000034 4210001.9999, 332192.8437 4210042.9999, 332255.063 4210094.0002, 332310.5628000004 4210121, 332386.2814 4210151.9996, 332445.5628000004 4210215.0001, 332452.1564 4210252.0003, 332437.37490000017 4210284.9998, 332424.65579999983 4210366.9996, 332417.56259999983 4210442.9999, 332427.4688 4210492.0003, 332488.78079999983 4210474.0005, 332592.28160000034 4210453.0003, 332702.56230000034 4210412.0003, 332783.063 4210387.0004, 332874.87480000034 4210348.0003, 332981.40670000017 4210282.9999, 333032.3128000004 4210209.9999, 333057.40589999966 4210133.0003, 333063.31230000034 4210062.9996, 333047.9063 4209996.0003, 333030.81259999983 4209916.0003, 333040.5939 4209872.0001, 333080.0005 4209842.4997, 333128.99990000017 4209832.5003, 333216.4996999996 4209862.5004, 333296.18730000034 4209881, 333368.18790000025 4209875.0004, 333452.59410000034 4209856.0001, 333509.9064 4209837.5005, 333519.4060000004 4209850.0005, 333545.4996 4209923.0004, 333591.4064999996 4209962.9999, 333605.40670000017 4209985.9999, 333566.40660000034 4210032.9995, 333530.31269999966 4210067.9998, 333476.6878000004 4210115.9998, 333443.81230000034 4210174.9996, 333444.59360000025 4210243.9998, 333457.1878000004 4210311.0001, 333496.8125 4210389.0003, 333542.5935000004 4210448.0001, 333585.50009999983 4210512.9995, 333622.81259999983 4210590.9996, 333692.71910000034 4210684.9998, 333740.9371999996 4210706, 333816.3435000004 4210675.0004, 333917.2188 4210610, 334009.5313 4210576.9995, 334060.3432 4210535.9996, 334129.71920000017 4210473, 334194.12480000034 4210405.9997, 334263.34410000034 4210380.9998, 334306.03160000034 4210389.9997, 334337.34339999966 4210412.0003, 334391.6564 4210464.0001, 334429.5628000004 4210528.9995, 334456.2503000004 4210590.0002, 334506.5625 4210654.0002, 334568.75 4210686.0002, 334648.96920000017 4210716.9998, 334725.37490000017 4210723.0004, 334812.46920000017 4210734.9996, 334879.25040000025 4210754, 334966.6560000004 4210803.0004, 334988.375 4210844.9998, 334986.25019999966 4210951.0001, 334971.8753000004 4211015.0001, 334941.1563 4211091.9998, 334899.87480000034 4211152.0001, 334848.4689 4211212.9998, 334812.8746999996 4211260.0003, 334724.7503000004 4211360.9995, 334692.3755 4211438.0002, 334694.25040000025 4211507.0004, 334708.65610000025 4211562.0005, 334735.3753000004 4211621.9997, 334757.25 4211619.9998, 334809.6563 4211584.9995, 334834.562 4211550.9996, 334899.4682 4211482.9999, 334989.6560000004 4211438.0002, 335076.87519999966 4211418.9999, 335174.78089999966 4211385, 335269.9996 4211340.0003, 335385.2814999996 4211317.9997, 335482.5943 4211296.9995, 335626.5943 4211253.0003, 335719 4211196.0003, 335777.1878000004 4211146.9999, 335884.9371999996 4211068.9998, 335985.2185000004 4210992.0001, 336061.43790000025 4210928.9995, 336126.937 4210860.9998, 336192.4371999996 4210780.9998, 336268.62490000017 4210718.0002, 336341.21829999983 4210693.0003, 336435.71910000034 4210666.9999, 336507.93769999966 4210604.0003, 336549.9689 4210531.9998, 336590.7496999996 4210446.9996, 336643.34329999983 4210373.9997, 336709.34420000017 4210311.9996, 336770.4688 4210231.9996, 336814.1568 4210135.0001, 336851.65670000017 4210044.0003, 336884.0621999996 4209953.9999, 336951.24990000017 4209886.0002, 337032.96920000017 4209829.0003, 337136.15660000034 4209770.0005, 337237.9996 4209729.9999, 337311.68759999983 4209729.9999, 337398.78089999966 4209728.9995, 337506.5937 4209738.9999, 337597.0938 4209737, 337721.7812 4209758.0002, 337793.00040000025 4209776.9995, 337838.5939999996 4209772.9998, 337880.3753000004 4209731.9998, 337884.59410000034 4209662.9996, 337875.37509999983 4209588.4995, 337870.09329999983 4209520.4998, 337858.0939999996 4209427.5001, 337829.7814999996 4209348.4995, 337781.8746 4209258.5002, 337730.4995 4209200.4998, 337674.50009999983 4209149.5005, 337616.3746999996 4209091.5001, 337594.5943 4209043.5001, 337586.0939999996 4208944.4998, 337565.187 4208839.4999, 337541.9996 4208766.4999, 337517.50040000025 4208706.4997, 337480.68759999983 4208646.5004, 337446.68769999966 4208593.5002, 337397.9996 4208535.4999, 337351.5939 4208482.4997, 337272.18790000025 4208401.5002, 337204.50040000025 4208326.5004, 337132.9689 4208257.5002, 337077.56230000034 4208187.4996, 337041.96910000034 4208121.4997, 337001.687 4208012.9998))"
f0ff1c49-4802-40cf-8f39-71ae52166400.3,19,6529,ΑΙΣΘ. ΔΑΣΟΣ ΜΟΓΓΟΣΤΟΥ,175 ΔΙ77,,Α12,0,9669.32421875,569.89099121,,,,,,,0,9669.32421875,5698909,9669.32421875,"POLYGON ((378985.5939 4206349.5005, 378962.93790000025 4206263.0001, 378943.31290000025 4206177.9999, 378972.71910000034 4206090.0005, 379001.09410000034 4206034.4997, 379072.6246 4205984.4998, 379111.43730000034 4205934.4999, 379092.438 4205858.4997, 379041.00040000025 4205756.5, 378984.18790000025 4205680.4998, 378944.5939 4205629.5005, 378874.31269999966 4205602.4997, 378762.6875 4205626.5002, 378557.59360000025 4205649.5002, 378456.99990000017 4205622.5004, 378318.7814 4205570.4997, 378077.96839999966 4205466.5002, 377947.78110000025 4205388.5, 377845.46920000017 4205311.5004, 377732.65610000025 4205259.4996, 377634.4689 4205232.4998, 377523.34339999966 4205231.5004, 377411.74990000017 4205255.4998, 377304.75009999983 4205304.5003, 377199.0313 4205277.5005, 377113.6246 4205251.5001, 377026.84360000025 4205149.5005, 376949.74980000034 4205072.4998, 376881.90670000017 4205046.5004, 376780.5 4205070.4999, 376698.71920000017 4205119.5004, 376616.71829999983 4205194.5002, 376529.90670000017 4205244.5, 376461.312 4205268.4995, 376373.7189999996 4205368.5003, 376306.7187 4205443.5001, 376244.8128000004 4205518.4999, 376225.50019999966 4205619.5001, 376231.8121 4205695.5004, 376288.7188 4205772.5, 376338.4064 4205823.5004, 376439.8121 4205951.5004, 376508.9064999996 4206053.5, 376534.2187 4206205.5005, 376488.71829999983 4206363.4996, 376334.9995 4206592.4998, 376236.81230000034 4206719.5004, 376203.9685000004 4206846.4999, 376234.2185000004 4206998.5004, 376277.09339999966 4207175.4999, 376287.0938 4207327.5004, 376274.4996 4207479.4999, 376302.2193 4207555.5001, 376365.2188 4207631.5004, 376503.8121 4207731.5001, 376599.49980000034 4207833, 376667.4995 4207857.9999, 376917.00019999966 4207831.0001, 377161.3439999996 4207779.0004, 377415.8438 4207726.4999, 377687.9688 4207624.5003, 377952.5621999996 4207546.5002, 378174.28170000017 4207418.5002, 378350.6564999996 4207290.5002, 378476.59420000017 4207087.5004, 378559.81259999983 4207087.5004, 378688.31230000034 4207035.4996, 378809.18730000034 4206857.4997, 378937.687 4206628.4995, 378977.99990000017 4206501.5, 378985.5939 4206349.5005))"
f0ff1c49-4802-40cf-8f39-71ae52166400.4,20,124139,ΑΙΣΘ. ΔΑΣΟΣ ΚΑΙΣΑΡΙΑΝΗΣ,31 Α Ι 74,,Α17,0,10858.64257812,463.5710144,,,,,,,0,10858.64257812,4635714,10858.64257812,"POLYGON ((480053.5625 4202060.5, 480088.78089999966 4202060.5, 480141.563 4202060.5, 480249.9687 4202036.4995, 480391.15579999983 4201986.4997, 480539.687 4201961.4997, 480695.8121999996 4201936.4998, 480844.5932 4201886.4999, 480973.1871999996 4201836.5, 481109.40579999983 4201786.5002, 481210.18790000025 4201761.5002, 481333.84410000034 4201711.5004, 481427.03110000025 4201686.5004, 481489.5310000004 4201737.4997, 481554.6246 4201788.5, 481629.62540000025 4201864.5003, 481699.53079999983 4201940.4995, 481794.7188 4201991.4998, 481821.9378000004 4202067.5001, 481861.62490000017 4202144.4998, 481921.2187 4202270.4999, 481978.56269999966 4202347.4996, 482051.15610000025 4202397.5005, 482108.5625 4202474.5002, 482183.46910000034 4202550.5004, 482278.56290000025 4202626.4997, 482358.87519999966 4202652.5, 482479.46860000025 4202678.5004, 482587.7505 4202653.5005, 482670.9689 4202628.4995, 482791.9064 4202603.4996, 482927.90589999966 4202578.4997, 483000.90579999983 4202579.5001, 483078.59360000025 4202604.5, 483141.40579999983 4202630.5004, 483219.40589999966 4202630.5004, 483247.187 4202605.5005, 483262.59410000034 4202554.5002, 483275.687 4202479.5004, 483263.7810000004 4202377.4997, 483198.9064999996 4202301.5005, 483153.78079999983 4202276.4995, 482998.2813 4202199.4998, 482867.99980000034 4202123.4996, 482805.28089999966 4202097.5002, 482735.187 4202046.4999, 482657.75009999983 4201970.4997, 482643.15610000025 4201894.5004, 482641.1562 4201818.5002, 482656.56230000034 4201767.4998, 482725.0003000004 4201692.5, 482803.50009999983 4201616.4998, 482871.68730000034 4201566.4999, 482942.49990000017 4201515.4996, 482998.4062 4201440.4998, 483036.40589999966 4201389.5005, 483039.0939 4201364.4995, 483004.18769999966 4201313.5002, 482974.40670000017 4201263.5004, 482952.188 4201187.5001, 482950.4062 4201085.5005, 482953.28160000034 4201035.4996, 482948.4995 4200984.5003, 482886.4062 4200883.5001, 482858.90670000017 4200857.4997, 482869.40579999983 4200781.5005, 482889.9063 4200731.4996, 482895.187 4200680.5003, 482802.6871 4200604.5, 482684.5932 4200578.4997, 482488.2505 4200602.5002, 482377.5621999996 4200602.5002, 482284.65670000017 4200576.4998, 482209.4685000004 4200525.5005, 482144.6564999996 4200449.5002, 482047.1563 4200348.5, 482004.75040000025 4200297.4997, 481974.7503000004 4200271.5004, 481901.8435000004 4200271.5004, 481758.4375 4200270.4999, 481640.2187 4200270.4999, 481559.53160000034 4200295.4998, 481491.62509999983 4200295.4998, 481428.84360000025 4200269.5005, 481348.5313 4200243.5001, 481283.3435000004 4200218.5002, 481228.34339999966 4200167.4998, 481205.68740000017 4200167.4998, 481167.81269999966 4200192.4998, 481150.00019999966 4200217.4997, 481134.59410000034 4200268.5, 481111.40670000017 4200344.5003, 481055.90589999966 4200369.5002, 480965.18769999966 4200394.5002, 480844.50009999983 4200393.4997, 480736.09329999983 4200418.4997, 480637.68790000025 4200468.4995, 480549.18769999966 4200544.4998, 480523.813 4200569.4997, 480493.0621999996 4200645.5, 480427.3746999996 4200695.4998, 480318.7814999996 4200770.4997, 480257.96920000017 4200821.5, 480194.6563 4200897.5002, 480166.4687 4200972.5, 480138.46839999966 4201023.5004, 480115.15610000025 4201124.4995, 480126.65660000034 4201276.5, 480151.37490000017 4201352.5003, 480193.78079999983 4201403.4996, 480271.37540000025 4201454.4999, 480313.8745 4201504.4998, 480353.78079999983 4201555.5001, 480355.56259999983 4201656.5003, 480256.6564999996 4201783.4998, 480160.56230000034 4201858.4997, 480072.1562 4201908.4995, 480036.6562 4201959.4998, 480028.78170000017 4202009.4997, 480053.5625 4202060.5))"
f0ff1c49-4802-40cf-8f39-71ae52166400.5,21,3084,ΑΙΣΘ. ΔΑΣΟΣ ΒΑΙ,170 Α Ι 73,,Α18,0,2262.18310547,17.40399933,,,,,,,0,2262.18286133,174036.828125,2262.18286133,"POLYGON ((705912.6879000003 3903188.5003, 705871.9378000004 3903221.4997, 705851.1875 3903233.2501, 705787.1875 3903224.9997, 705718.687 3903241.5005, 705637.5626999997 3903255.2497, 705477.9375 3903289.5005, 705403.8746 3903295.5001, 705353.4999000002 3903295.5001, 705285.3753000004 3903280.7504, 705217.2496 3903256.9997, 705148.2504000003 3903233.9997, 705100.2504000003 3903235.7497, 705099.9371 3903250.7503, 705103.8754000003 3903301.4997, 705114.6878000004 3903382.75, 705142.8754000003 3903479.7504, 705181.5621999996 3903556.2504, 705225.5624000002 3903620.5003, 705260.5626999997 3903636.2504, 705293.5621999996 3903629.2504, 705320.9378000004 3903538.5004, 705380.1874000002 3903505.9997, 705439.4371 3903470.2498, 705507.5628000004 3903461.4997, 705611.25 3903434.7497, 705750.4996 3903399.2497, 705854.1878000004 3903393.2501, 705937.7503000004 3903381, 705912.6879000003 3903188.5003))"
