FID,objectid,id,KODE,NAME,FEK,UPDATED,ZONE,area_,perimeter,hectares,shape_area,shape_len,the_geom
d7b8a08d-e95b-41d3-a49d-d3a827b830df.78,45,0,ΕΠ1,Εθνικό Θαλάσσιο Πάρκο Β. Σποράδων,621 / 19-06-03,2006,Α6 - περιοχή προστασίας της φύσης,0,1548.13098145,12.03800011,120384.5234375,1548.13110352,"MULTIPOLYGON (((505286.9534999998 4320698.0716, 505288.5 4320698, 505312.6875 4320694, 505321.63939999975 4320692.9149, 505329.1875 4320692, 505342 4320688, 505352.1875 4320681, 505361.1875 4320672, 505367.6875 4320654, 505376.8125 4320629, 505382.0938 4320612, 505386.0938 4320591, 505390.0938 4320574, 505390.6140999999 4320568.8192, 505391.5 4320560, 505387.6875 4320563, 505389 4320554, 505389.1875 4320540, 505386.8125 4320521, 505380.8125 4320494, 505379.6875 4320473, 505379.9063 4320446, 505374 4320410, 505365.3125 4320384, 505360.5 4320359, 505345.5 4320336, 505336.6974999998 4320331.521, 505327.8125 4320327, 505305 4320323, 505286 4320320, 505277.0938 4320317, 505251.9063 4320296, 505236.8125 4320279, 505228.1875 4320254, 505209.4063 4320235, 505193 4320222, 505181.6875 4320205, 505169.3125 4320178, 505168.8764000004 4320171.9067, 505167.0938 4320147, 505167.3125 4320127, 505154.8125 4320102, 505144.6875 4320099, 505133.3125 4320100, 505123 4320107, 505117.8125 4320126, 505116.3125 4320146, 505116.273 4320146.5792, 505114.8125 4320168, 505100.5 4320198, 505090.1875 4320212, 505078.5938 4320231, 505070.9063 4320241, 505063.1875 4320250, 505056.6875 4320262, 505051.5 4320277, 505051.3125 4320299, 505051.0938 4320316, 505049.5938 4320333, 505043.0938 4320350, 505036.0647999998 4320359.3719, 505034.0938 4320362, 505027.5938 4320376, 505023.6875 4320389, 505023.5 4320404, 505038.5938 4320422, 505048.5938 4320440, 505057.3125 4320450, 505076.1875 4320467, 505102.6875 4320485, 505120.4063 4320497, 505139.1875 4320517, 505154.3125 4320529, 505166.8125 4320557, 505172.9063 4320575, 505180.1875 4320608, 505187.5938 4320629, 505201.3125 4320664, 505216.3125 4320681, 505234 4320692, 505251.6875 4320699, 505266.9063 4320699, 505286.9534999998 4320698.0716)))"
d7b8a08d-e95b-41d3-a49d-d3a827b830df.79,46,0,ΕΠ1,Εθνικό Θαλάσσιο Πάρκο Β. Σποράδων,621 / 19-06-03,2006,Α6 - περιοχή προστασίας της φύσης,0,1486.49597168,11.16399956,111639.359375,1486.49597168,"MULTIPOLYGON (((508349.1875 4327623, 508331.3125 4327631, 508295.8125 4327637, 508279.1875 4327646, 508274.49990000017 4327652.6081, 508265 4327666, 508257.0938 4327691, 508252.69880000036 4327716.201, 508251.6875 4327722, 508243.9063 4327743, 508243.3547 4327746.0986, 508239.8125 4327766, 508242.1875 4327781, 508249.8125 4327785, 508263.8125 4327788, 508286.5938 4327791, 508310.6875 4327791, 508334.8125 4327793, 508369.0938 4327797, 508400.6875 4327808, 508428.4063 4327834, 508449.6875 4327860, 508473.5938 4327883, 508509 4327900, 508530.5 4327905, 508555.8125 4327912, 508586.3125 4327913, 508621.8125 4327925, 508638.1875 4327937, 508662.0938 4327955, 508678.5938 4327959, 508696.3125 4327958, 508712.9063 4327951, 508742.0938 4327956, 508754.6875 4327970, 508759.6875 4327977, 508780 4327979, 508794.0938 4327966, 508795.5 4327948, 508795.4071000004 4327947.7616, 508788.0938 4327929, 508775.6923000002 4327902.2128, 508775.5938 4327902, 508772.0938 4327876, 508768.5938 4327847, 508762.5 4327824, 508751.3125 4327802, 508732.5 4327774, 508713.5938 4327758, 508690.8125 4327747, 508670.5938 4327738, 508648 4327717, 508635.4063 4327703, 508619.0938 4327687, 508616.5 4327689, 508611.5 4327686, 508602.5938 4327680, 508592.5 4327673, 508581.3125 4327660, 508568.6875 4327646, 508548.5 4327633, 508518.1875 4327620, 508477.5938 4327611, 508472.1747000003 4327611, 508452.1875 4327611, 508424.1875 4327614, 508396.3125 4327614, 508373.4063 4327618, 508362.5999999996 4327620.231, 508349.1875 4327623)))"
d7b8a08d-e95b-41d3-a49d-d3a827b830df.80,47,0,ΕΠ1,Εθνικό Θαλάσσιο Πάρκο Β. Σποράδων,621 / 19-06-03,2006,Α7 - περιοχή προστασίας της φύσης,0,1316.50305176,8.31200027,83120.40625,1316.50280762,"MULTIPOLYGON (((510227.1875 4355581, 510203 4355582, 510186.3125 4355597, 510176 4355614, 510169.2706000004 4355631.579, 510166.8125 4355638, 510164.0938 4355656, 510151.3125 4355666, 510139.5 4355689, 510139.3125 4355716, 510137.8125 4355727, 510124.9063 4355743, 510112 4355761, 510129.5938 4355778, 510142.48840000015 4355774.3158, 510143.5938 4355774, 510162.8125 4355764, 510190.6875 4355764, 510199.4063 4355784, 510187.6875 4355806, 510180 4355816, 510165.8125 4355829, 510147.9063 4355844, 510119.6875 4355870, 510109.1875 4355896, 510107.6875 4355917, 510122.6875 4355938, 510122.7511999998 4355938.0782, 510139 4355958, 510159.1875 4355969, 510165.70529999956 4355970.6294, 510183.1875 4355975, 510199.6875 4355975, 510215 4355969, 510232.8125 4355967, 510245.5938 4355958, 510253.4063 4355946, 510254.1264000004 4355944.3341, 510258.5938 4355934, 510266.4063 4355919, 510272.8125 4355910, 510289.5 4355899, 510321.4063 4355880, 510327.6458999999 4355871.6438, 510335.5938 4355861, 510333.4539 4355852.4774, 510328.3125 4355832, 510349 4355801, 510349.05310000014 4355801, 510379.5 4355801, 510408.8125 4355794, 510423 4355777, 510429.5938 4355751, 510431.1875 4355724, 510427.5938 4355705, 510424 4355687, 510418 4355657, 510414.5 4355627, 510405.2775999997 4355615.4591, 510403.3125 4355613, 510388.1875 4355600, 510367.9063 4355594, 510346.3125 4355594, 510323.5 4355593, 510289.3125 4355589, 510266.5 4355584, 510252.5 4355581, 510227.2296000002 4355581, 510227.1875 4355581)))"
d7b8a08d-e95b-41d3-a49d-d3a827b830df.81,48,0,ΕΠ1,Εθνικό Θαλάσσιο Πάρκο Β. Σποράδων,621 / 19-06-03,2006,Α7 - περιοχή προστασίας της φύσης,0,574.18499756,2.23699999,22372.171875,574.18511963,"MULTIPOLYGON (((510781.7712000003 4355339.1461, 510784.8125 4355347, 510788.4063 4355364, 510788.3125 4355366, 510788.1212 4355382.612, 510788.0938 4355385, 510785.4063 4355399, 510785.3125 4355413, 510787.14240000024 4355414.622, 510796.5938 4355423, 510809.1875 4355434, 510823 4355443, 510846.5938 4355462, 510871.1875 4355464, 510893.9063 4355455, 510899.0480000004 4355451.1255, 510913.8125 4355440, 510928.3125 4355419, 510929.7506 4355415.006, 510936.5938 4355396, 510931.5 4355397, 510932.8125 4355393, 510941.8125 4355386, 510948.1875 4355377, 510949.5938 4355367, 510949.8125 4355353, 510939.6875 4355343, 510925.9063 4355327, 510917.1579 4355319.3014, 510913.4063 4355316, 510899.5938 4355300, 510892 4355296, 510879.3125 4355296, 510870.3125 4355302, 510862.6875 4355302, 510860.3125 4355297, 510855.8864000002 4355295.6993, 510829.6875 4355288, 510804.8125 4355287, 510784.5938 4355301, 510775.9063 4355324, 510781.7712000003 4355339.1461)))"
d7b8a08d-e95b-41d3-a49d-d3a827b830df.89,56,0,ΕΠ5,Εθνικό πάρκο λιμνοθαλασσών Μεσσολογγίου-Αιτωλικού,477 / 31-05-06,2006,ΑΠ3 - Περιοχή απόλυτης προστασίας,0,790.92797852,2.93300009,29326.42773438,790.92803955,"MULTIPOLYGON (((260945.5111999996 4263340.6725, 261008.3909 4263403.5523, 261177.6825000001 4263442.2475, 261255.0729 4263437.4106, 261274.4205 4263389.0415, 261226.0515 4263360.0201, 261056.75999999978 4263311.6511, 260979.3695 4263282.6297, 260945.5111999996 4263292.3035, 260945.5111999996 4263340.6725)))"
d7b8a08d-e95b-41d3-a49d-d3a827b830df.90,57,0,ΕΠ5,Εθνικό πάρκο λιμνοθαλασσών Μεσσολογγίου-Αιτωλικού,477 / 31-05-06,2006,ΑΠ3 - Περιοχή απόλυτης προστασίας,0,414.38101196,1.18299997,11826.4765625,414.38052368,"MULTIPOLYGON (((261066.43379999977 4263500.2903, 261090.6183000002 4263587.3545, 261138.98730000015 4263601.8652, 261182.51939999964 4263597.0283, 261192.19319999963 4263543.8224, 261192.19319999963 4263500.2903, 261148.66110000014 4263480.9427, 261066.43379999977 4263500.2903)))"
d7b8a08d-e95b-41d3-a49d-d3a827b830df.82,49,0,ΕΠ1,Εθνικό Θαλάσσιο Πάρκο Β. Σποράδων,621 / 19-06-03,2006,Α7 - περιοχή προστασίας της φύσης,0,4414.13183594,83.99900055,839992.6875,4414.13134766,"MULTIPOLYGON (((511191.0527999997 4354662.9427, 511192.5938 4354668, 511206.4063 4354681, 511227.9063 4354689, 511257.0938 4354695, 511284.9063 4354704, 511297.5 4354714, 511315.0938 4354728, 511326.3125 4354746, 511324.9063 4354758, 511319.6875 4354770, 511305.4063 4354797, 511295 4354818, 511276.8125 4354852, 511265.0938 4354879, 511249.5 4354910, 511230.0938 4354941, 511215.9063 4354962, 511197.8125 4354990, 511194.77940000035 4354995.5997, 511184.8125 4355014, 511170.4063 4355049, 511168.2547000004 4355055.3016, 511161.1875 4355076, 511157.0938 4355104, 511156.8125 4355124, 511156.8125 4355132, 511154.0938 4355144, 511158.9063 4355162, 511166.4063 4355175, 511182.8125 4355183, 511196.8125 4355183, 511215.9063 4355181, 511231.1875 4355177, 511254.1875 4355166, 511278.4063 4355155, 511294.6889000004 4355145.6118, 511302.6875 4355141, 511328.3125 4355127, 511352.5938 4355110, 511376.8125 4355096, 511395.0860000001 4355091.7627, 511411.3125 4355088, 511441.6875 4355087, 511478.5 4355087, 511506.5938 4355079, 511524.5 4355062, 511532.3125 4355047, 511544 4355024, 511563.1875 4355017, 511585.9063 4355026, 511608.6875 4355035, 511631.5 4355038, 511654.3125 4355038, 511678.5 4355035, 511692.6875 4355019, 511705.5938 4354998, 511713.4063 4354979, 511726.5 4354945, 511742.0938 4354920, 511756.3125 4354900, 511783.3125 4354870, 511806.1875 4354861, 511825.3125 4354860, 511836.6875 4354860, 511870.0938 4354854, 511894.0938 4354847, 511917.5 4354838, 511940.3125 4354828, 511962.0938 4354816, 511982.9063 4354802, 512002.6875 4354787, 512021.1875 4354770, 512038.3125 4354752, 512054.0938 4354732, 512068.3125 4354712, 512073.4063 4354704, 512078.5938 4354694, 512088.9063 4354681, 512110.6875 4354669, 512137.5 4354657, 512150.3125 4354643, 512151.8125 4354623, 512152.0938 4354601, 512147.3125 4354577, 512141.1875 4354556, 512137.6875 4354528, 512134.0938 4354511, 512131.9063 4354484, 512144.6875 4354471, 512161.1875 4354475, 512167.4063 4354483, 512173.6875 4354494, 512182.5 4354495, 512183.8125 4354491, 512183.9063 4354483, 512184.0938 4354467, 512183 4354454, 512180.6875 4354431, 512181 4354408, 512182.3125 4354402, 512179.8125 4354397, 512180 4354388, 512181.3125 4354383, 512184.0938 4354362, 512184.1875 4354350, 512184.3125 4354342, 512184.5264999997 4354324.4974, 512184.5938 4354319, 512184.9063 4354290, 512186.5 4354258, 512195.5938 4354243, 512216.1875 4354219, 512216.3125 4354205, 512216.5 4354190, 512216.6875 4354175, 512210.6875 4354144, 512209.0686999997 4354113.8476, 512208.5938 4354105, 512208.8125 4354086, 512205.4063 4354053, 512201.9063 4354031, 512181.8125 4354011, 512169.1875 4353999, 512149 4353992, 512133.8125 4353983, 512126.3125 4353974, 512108.8125 4353950, 512089.8125 4353947, 512074.5938 4353947, 512058 4353951, 512031.4063 4353950, 512028.1171000004 4353950.1295, 512006 4353951, 511988.1875 4353951, 511974.4063 4353934, 511965.8125 4353911, 511964.3953 4353892.4764, 511963.5938 4353882, 511960.0938 4353854, 511952.8125 4353833, 511945.1875 4353829, 511931.1875 4353830, 511918.4063 4353836, 511911.8345999997 4353844.9215, 511908.0938 4353850, 511901.5938 4353861, 511884.9063 4353879, 511875.9063 4353888, 511858 4353903, 511837.5938 4353909, 511814.5938 4353921, 511792.9063 4353928, 511770 4353933, 511742 4353942, 511719.5585000003 4353948.1604, 511716.5 4353949, 511701.0938 4353959, 511694.5938 4353974, 511694.4994 4353982.0519, 511694.4063 4353990, 511675.4063 4354034, 511659.8125 4354054, 511640.9063 4354070, 511620.2973 4354082.4071, 511619.3125 4354083, 511595.8125 4354091, 511571.1875 4354095, 511546.3125 4354094, 511521.8125 4354089, 511514.1875 4354089, 511496.4063 4354089, 511485 4354089, 511469.8125 4354092, 511453.0938 4354102, 511435.3125 4354110, 511414.6875 4354130, 511414.5938 4354141, 511430.9063 4354157, 511457.4063 4354171, 511472.5 4354180, 511490.0938 4354196, 511505.3125 4354206, 511519.7583 4354218.3821, 511522.8125 4354221, 511536.6875 4354234, 511535.1875 4354252, 511521.0938 4354262, 511499.4063 4354269, 511479.0938 4354274, 511478.5201000003 4354274.155, 511442.0938 4354284, 511414.0938 4354294, 511392.3125 4354306, 511371.9063 4354316, 511347.6875 4354326, 511327.3125 4354328, 511308.3125 4354331, 511292.9063 4354338, 511271.1875 4354353, 511257.0938 4354364, 511240.4063 4354378, 511232.6875 4354391, 511220.9063 4354415, 511217 4354430, 511210.3125 4354456, 511209.9063 4354487, 511212.1875 4354511, 511212 4354533, 511211.5 4354570, 511206.0938 4354599, 511186.6875 4354633, 511186.5 4354648, 511191.0527999997 4354662.9427)))"
d7b8a08d-e95b-41d3-a49d-d3a827b830df.83,50,0,ΕΠ1,Εθνικό Θαλάσσιο Πάρκο Β. Σποράδων,621 / 19-06-03,2006,Α7 - περιοχή προστασίας της φύσης,0,2784.64306641,26.20299911,262027.3125,2784.64282227,"MULTIPOLYGON (((507879.3125 4324090, 507856.4063 4324096, 507847.9349999996 4324102.6387, 507841.0938 4324108, 507825.6875 4324119, 507819 4324154, 507823.3565999996 4324173.916, 507823.8125 4324176, 507840.1875 4324194, 507857.8125 4324215, 507872.8125 4324236, 507875.3082999997 4324243.0767, 507882.6875 4324264, 507881.0938 4324290, 507875.8125 4324315, 507865.4063 4324335, 507851.3125 4324355, 507840.9063 4324374, 507834.9497999996 4324405.9156, 507834.1875 4324410, 507841.5 4324440, 507857.8125 4324461, 507884.3125 4324479, 507904.5 4324489, 507931 4324505, 507946.0938 4324519, 507959.7927000001 4324526.7313, 507963.8125 4324529, 507977.6875 4324538, 507992.8125 4324550, 508007.9063 4324560, 508040.8125 4324578, 508054.6875 4324586, 508077.4063 4324600, 508097.5 4324617, 508106.3125 4324627, 508115 4324650, 508117.3125 4324672, 508119.0867999997 4324680.8869, 508120.9063 4324690, 508120.6875 4324716, 508117.9063 4324742, 508116.5 4324751, 508109.9063 4324776, 508105.9063 4324799, 508123.4063 4324818, 508128.5 4324817, 508142.6875 4324799, 508155.6875 4324766, 508171.8724999996 4324731.9699, 508175.1875 4324725, 508185.4063 4324716, 508208.4063 4324706, 508241.4063 4324705, 508263.0938 4324700, 508283.5 4324689, 508305.1875 4324680, 508309.1996 4324677.1817, 508318 4324671, 508329.4063 4324666, 508359.9063 4324664, 508384 4324667, 508410.5938 4324674, 508432.1875 4324681, 508447.3125 4324689, 508454.5586000001 4324691.501, 508467.5938 4324696, 508490.3125 4324704, 508508.0938 4324709, 508519.5 4324713, 508532.1875 4324713, 508536 4324713, 508544.8125 4324713, 508548.6875 4324713, 508553.8125 4324712, 508562.6875 4324706, 508575.5938 4324688, 508588.5 4324665, 508597.5938 4324644, 508605.5 4324618, 508606.0628000004 4324615.7489, 508609.5 4324602, 508613.5 4324575, 508615 4324554, 508615.25179999974 4324536.2732, 508615.3125 4324532, 508612.9063 4324514, 508601.8125 4324486, 508594.3125 4324474, 508589.3125 4324461, 508578.1875 4324431, 508572 4324416, 508561.9063 4324402, 508549.3125 4324393, 508530.4063 4324387, 508507.5938 4324380, 508487.3125 4324372, 508464.5938 4324364, 508441.6875 4324360, 508429 4324366, 508414.8125 4324383, 508404.5938 4324393, 508383.9063 4324423, 508368.48620000016 4324440.6515, 508364.6875 4324445, 508349.1875 4324472, 508340.1875 4324484, 508322.3125 4324491, 508302 4324495, 508282.9063 4324495, 508267.6875 4324493, 508252.5 4324485, 508234.9063 4324471, 508219.8125 4324454, 508207.3125 4324430, 508197.4063 4324410, 508188.8125 4324378, 508181.5938 4324341, 508175.5 4324316, 508173.0367999999 4324308.0068, 508164.4063 4324280, 508155.9063 4324240, 508148.5938 4324216, 508136.0938 4324189, 508119.8125 4324169, 508094.6875 4324147, 508075.6875 4324139, 508042.8125 4324130, 508006.0938 4324111, 507973.3125 4324095, 507953 4324092, 507920.4469999997 4324088.8928, 507911.0938 4324088, 507879.3125 4324090)))"
d7b8a08d-e95b-41d3-a49d-d3a827b830df.84,51,0,ΕΠ1,Εθνικό Θαλάσσιο Πάρκο Β. Σποράδων,621 / 19-06-03,2006,Α7 - περιοχή προστασίας της φύσης,0,490.20901489,1.56299996,15629.890625,490.20864868,"MULTIPOLYGON (((507340.5938 4325632, 507332.31769999955 4325626.2606, 507330.5 4325625, 507317.9935 4325623.0285, 507317.8125 4325623, 507298.8125 4325628, 507297.7144 4325644.8372, 507297.3125 4325651, 507299.6875 4325659, 507300.9063 4325667, 507300.8350999998 4325676.1081, 507300.8125 4325679, 507295.4063 4325705, 507292.70249999966 4325713.9981, 507291.5 4325718, 507291.4063 4325731, 507297.5938 4325742, 507308.9063 4325756, 507317.6875 4325765, 507335.4063 4325772, 507348.0938 4325772, 507362.0938 4325769, 507369.4371 4325767.7124, 507373.5 4325767, 507380.3504999997 4325763.6973, 507390.0938 4325759, 507404.1875 4325752, 507415.5938 4325748, 507424.5938 4325743, 507437.4063 4325728, 507442.6875 4325714, 507442.8125 4325702, 507441.5 4325700, 507441.5 4325698, 507440.3125 4325694, 507439.0938 4325686, 507432.8125 4325677, 507426.5938 4325671, 507412.6875 4325663, 507402.5938 4325659, 507386.0938 4325659, 507369.5 4325659, 507360.6875 4325655, 507355.6875 4325651, 507351.3596 4325644.1098, 507349.4063 4325641, 507340.5938 4325632)))"
d7b8a08d-e95b-41d3-a49d-d3a827b830df.85,52,0,ΕΠ1,Εθνικό Θαλάσσιο Πάρκο Β. Σποράδων,621 / 19-06-03,2006,Α7 - περιοχή προστασίας της φύσης,0,941.15899658,4.98000002,49802.796875,941.15863037,"MULTIPOLYGON (((508119.8125 4327961, 508119.4063 4327995, 508117.8125 4328030, 508112.5 4328052, 508100.8125 4328081, 508098.98170000035 4328086.9579, 508091.5938 4328111, 508082.4063 4328141, 508081.4008 4328151.0103, 508079.5938 4328169, 508080.5 4328203, 508091.6875 4328225, 508118.1875 4328245, 508134.6875 4328247, 508155 4328242, 508173.9358 4328234.5903, 508178 4328233, 508197.0938 4328227, 508210.6354 4328226.1793, 508213.5938 4328226, 508236.5 4328222, 508246.4645999996 4328211.6514, 508251.9063 4328206, 508265.9063 4328200, 508291.3125 4328200, 508308 4328190, 508320.8125 4328174, 508330.5 4328161, 508330.8125 4328160, 508332.5 4328153, 508332.5938 4328141, 508328.9063 4328124, 508322.8125 4328109, 508312.8125 4328091, 508311.0115 4328087.9365, 508294 4328059, 508282.8125 4328042, 508262.5938 4328028, 508247.4063 4328023, 508233.5 4328020, 508215.8125 4328015, 508195.5 4328006, 508183 4327990, 508178.76520000026 4327979.7402, 508173.0938 4327966, 508165.5938 4327946, 508155.6875 4327922, 508134.1875 4327916, 508125.3125 4327921, 508120 4327935, 508119.8311 4327958.4236, 508119.8125 4327961)))"
d7b8a08d-e95b-41d3-a49d-d3a827b830df.86,53,0,ΕΠ1,Εθνικό Θαλάσσιο Πάρκο Β. Σποράδων,621 / 19-06-03,2006,Α7 - περιοχή προστασίας της φύσης,0,331.01400757,0.76300001,7626.71826172,331.01412964,"MULTIPOLYGON (((507782.5938 4328275, 507777.619 4328276.9653, 507775 4328278, 507767.1875 4328291, 507760.6875 4328314, 507760.5991000002 4328321.5455, 507760.5 4328330, 507769.1875 4328346, 507789.4063 4328360, 507797.9812000003 4328363.6997, 507803.3125 4328366, 507810.5893000001 4328367.8121, 507827.4063 4328372, 507839.0697999997 4328372, 507851.5 4328372, 507857.9063 4328364, 507858 4328356, 507858.1349 4328343.0493, 507858.1875 4328338, 507852 4328324, 507843.3125 4328305, 507842.39300000016 4328301.0437, 507839.5938 4328289, 507837.0938 4328292, 507832 4328285, 507827.0938 4328276, 507820.8125 4328270, 507811.9063 4328267, 507799.1875 4328267, 507799.06350000016 4328267.0598, 507782.5938 4328275)))"
d7b8a08d-e95b-41d3-a49d-d3a827b830df.87,54,0,ΕΠ1,Εθνικό Θαλάσσιο Πάρκο Β. Σποράδων,621 / 19-06-03,2006,Α7 - περιοχή προστασίας της φύσης,0,239.04699707,0.38699999,3868.84350586,239.04699707,"MULTIPOLYGON (((507609.9063 4349016, 507610.2608000003 4349021.1866, 507610.6882 4349027.4384, 507611 4349032, 507616 4349041, 507622.1875 4349053, 507624.6875 4349056, 507636.0938 4349056, 507641.1875 4349055, 507646.3125 4349054, 507647.7095999997 4349051.4762, 507650.1875 4349047, 507651.2599 4349045.0782, 507654.0938 4349040, 507659.3125 4349031, 507661.5865000002 4349025.7185, 507663.1875 4349022, 507667.0938 4349014, 507667.1875 4349003, 507671 4349002, 507671.1875 4348989, 507666.3125 4348973, 507662.5 4348971, 507656.0938 4348972, 507655.9319000002 4348972, 507651 4348972, 507645.9063 4348974, 507639.5938 4348975, 507634.5 4348977, 507629.4063 4348980, 507629.0079 4348980.1564, 507624.3125 4348982, 507617.8125 4348987, 507612.6875 4348995, 507610 4349004, 507609.9671 4349008.2166, 507609.9063 4349016)))"
d7b8a08d-e95b-41d3-a49d-d3a827b830df.88,55,0,ΕΠ5,Εθνικό πάρκο λιμνοθαλασσών Μεσσολογγίου-Αιτωλικού,477 / 31-05-06,2006,ΑΠ1 - Περιοχή απόλυτης προστασίας,0,5019.92089844,31.55599976,315560.25,5019.92089844,"MULTIPOLYGON (((252622.07270000037 4242456.2107, 252624.9583 4242519.6953, 252827.79679999966 4242604.2113, 253030.63520000037 4242591.5339, 253263.0543 4242633.7919, 253377.1509999996 4242676.0499, 253605.34420000017 4242697.1789, 253918.0535000004 4242832.4046, 254049.05339999963 4242840.8562, 254184.279 4242912.6948, 254234.98869999964 4242988.7592, 254374.44010000024 4243014.114, 254606.85919999983 4243107.0817, 254678.6978000002 4243115.5333, 254687.14940000046 4243140.8881, 254818.1492999997 4243162.0171, 254894.2137000002 4243200.0493, 254903.1245 4243090.1494, 254899.9063 4243089, 254860.20309999958 4243077, 254815.5 4243068, 254773.29690000042 4243058, 254733.70309999958 4243048, 254676 4243028, 254629.5938 4242998, 254602.29690000042 4242976, 254568.5938 4242949, 254553 4242937, 254492.5938 4242908, 254476.27890000027 4242901.3634, 254463.0938 4242896, 254402.79690000042 4242874, 254347.5938 4242849, 254282 4242816, 254212.70309999958 4242789, 254153.5 4242762, 254122.5938 4242745, 254050.79690000042 4242717, 254010.9063 4242697, 253978.79690000042 4242686, 253928.70309999958 4242660, 253905.4063 4242644, 253888.70309999958 4242637, 253865.9063 4242639, 253818.79690000042 4242635, 253756.0938 4242616, 253730.4063 4242608, 253648.5 4242581, 253598.4063 4242562, 253531.79690000042 4242539, 253455.0938 4242520, 253415.5 4242513, 253356.9063 4242506, 253289.20309999958 4242491, 253218.79690000042 4242469, 253147.5938 4242465, 253103.7117999997 4242466.3041, 253080.29690000042 4242467, 252997.79690000042 4242469, 252902.5 4242469, 252809.70309999958 4242464, 252746.20309999958 4242464, 252631.70309999958 4242456, 252622.07270000037 4242456.2107)))"
d7b8a08d-e95b-41d3-a49d-d3a827b830df.98,65,0,ΕΠ5,Εθνικό πάρκο λιμνοθαλασσών Μεσσολογγίου-Αιτωλικού,477 / 31-05-06,2006,ΑΠ3 - Περιοχή απόλυτης προστασίας,0,244.77200317,0.33500001,3352.70483398,244.7721405,"MULTIPOLYGON (((255004.0943 4252276.0974, 255005.7999 4252305.0926, 255024.56149999984 4252305.0926, 255043.3230999997 4252286.331, 255067.20150000043 4252257.3358, 255058.67349999957 4252231.7518, 255062.08469999954 4252216.4014, 255045.02869999968 4252216.4014, 255017.7390999999 4252247.1022, 255004.0943 4252276.0974)))"
d7b8a08d-e95b-41d3-a49d-d3a827b830df.99,66,0,ΕΠ5,Εθνικό πάρκο λιμνοθαλασσών Μεσσολογγίου-Αιτωλικού,477 / 31-05-06,2006,ΑΠ3 - Περιοχή απόλυτης προστασίας,0,517.94897461,0.74900001,7492.64501953,517.94940186,"MULTIPOLYGON (((252569.1470999997 4249864.5825, 252611.02610000037 4249926.4039, 252720.7092000004 4250024.1215, 252760.59399999958 4250026.1158, 252752.617 4250000.1907, 252692.7899000002 4249948.3405, 252638.94550000038 4249902.473, 252569.1470999997 4249864.5825)))"
d7b8a08d-e95b-41d3-a49d-d3a827b830df.100,67,0,ΕΠ5,Εθνικό πάρκο λιμνοθαλασσών Μεσσολογγίου-Αιτωλικού,477 / 31-05-06,2006,ΑΠ3 - Περιοχή απόλυτης προστασίας,0,245.77999878,0.25999999,2600.94482422,245.7797699,"MULTIPOLYGON (((252505.33150000032 4249840.6516, 252521.2854000004 4249830.6804, 252495.36029999983 4249798.7726, 252447.49859999958 4249764.8706, 252431.54470000044 4249764.8706, 252435.5332000004 4249788.8014, 252487.3833999997 4249828.6862, 252505.33150000032 4249840.6516)))"
d7b8a08d-e95b-41d3-a49d-d3a827b830df.101,68,0,ΕΠ5,Εθνικό πάρκο λιμνοθαλασσών Μεσσολογγίου-Αιτωλικού,477 / 31-05-06,2006,ΑΠ3 - Περιοχή απόλυτης προστασίας,0,606.19299316,1.06799996,10676.20898438,606.19256592,"MULTIPOLYGON (((252313.8847000003 4249563.4525, 252335.8213 4249555.4756, 252321.8616000004 4249523.5678, 252240.09779999964 4249451.7752, 252170.29949999973 4249403.9135, 252116.4551 4249372.0057, 252108.4781 4249375.9942, 252142.38019999955 4249421.8616, 252168.30530000012 4249441.804, 252190.2418999998 4249479.6945, 252228.13239999954 4249509.6081, 252242.0921 4249517.5851, 252313.8847000003 4249563.4525)))"
d7b8a08d-e95b-41d3-a49d-d3a827b830df.102,69,0,ΕΠ5,Εθνικό πάρκο λιμνοθαλασσών Μεσσολογγίου-Αιτωλικού,477 / 31-05-06,2006,ΑΠ3 - Περιοχή απόλυτης προστασίας,0,1021.81402588,2.773,27733.50976562,1021.81402588,"MULTIPOLYGON (((248977.5242999997 4250247.4762, 249047.32270000037 4250309.2976, 249113.1325000003 4250315.2803, 249192.9020999996 4250359.1535, 249240.76379999984 4250369.1247, 249298.59669999965 4250367.1305, 249326.51599999983 4250355.165, 249410.2740000002 4250349.1823, 249458.13570000045 4250327.2457, 249452.153 4250315.2803, 249408.27979999967 4250291.3494, 249300.59090000018 4250281.3782, 249125.09800000023 4250277.3898, 249049.3169 4250259.4416, 248977.5242999997 4250247.4762)))"
